title;sentiment_ml_finance
Ancaman Super Dolar AS Terus Tekan Rupiah, RI Bisa Apa?;0
Welcome Trump 2.0: Perang Tarif Ditunda di Hari Pertama;1
Pemerintah Terbitkan Surat Utang Dolar & Euro, Raup Rp55,8 T;1
BI Proyeksikan Nilai Tukar Rupiah Rp 15.300 - Rp 15.700 pada 2025;1
Bos BI Ungkap Biang Kerok yang Bikin Mata Uang Dunia Melemah Massal;0
IHSG Ditutup di Zona Hijau ke Level 6.974, Naik 0,39%;2
Penghimpunan Dana di BEI Tembus Rp 251 Triliun hingga Akhir Desember;2
Misteri Sikap Politik PDIP Usai Rakernas;1
IHSG Terjun Bebas, Bisa ke 6.500? Ini Kata Para Analis;1
Jadi Tersangka Korupsi, Perbekel Dawan Kaler Diberhentikan Sementara;1
Gaet Investor Asing ke RI, BI-BEI Mau Bentuk Lembaga Baru;1
Tapera: Angan Rumah Impian di Ujung Potongan Gaji;1
IHSG Dibuka Jeblok Akhir Pekan!;0
IHSG Hari Ini Menguat, Bursa Asia Bergerak Variatif;2
Akhir Pekan IHSG Dibuka Kebakaran;1
Angsuran Lancar! Pembiayaan Motor Honda Incar Rp 40 Triliun Tahun Ini;1
Trump 2.0 Dimulai, Rupiah Ditutup Menguat!;0
Bank Mulai Jual Dolar AS Rp 16.500!;1
Rp 500 Triliun Menguap Gara-gara RI Kini Impor Minyak & Gas;1
Ketakutan Jokowi Muncul Lagi di Era Prabowo;1
Bank Mandiri (BMRI) dan BNI (BBNI) Kompak Proyeksikan Kinerja Kredit Landai Tahun 2025;2
Tinggal 2 Hari Perdagangan di 2024, Rupiah Masih Potensi Volatil!;0
Memilah Rekomendasi Saham Unggulan Analis Saat Capital Outflow Masih Mengalir Deras;0
BI Sebut Uang Beredar Tembus Rp 8.824 Triliun, Tumbuh 3,5%;2
BI Catat Modal Asing Kabur dari RI Pekan Keempat April Capai Rp 2,47 Triliun;0
Gabungan Pengusaha Smelter Nikel Bertemu DEN, Bahas Soal Ini;1
IHSG Diprediksi Lanjutkan Pelemahan, Analis Jagokan Saham MBMA, PGAS hingga BRMS;0
Membaca Kekuatan Timnas Indonesia Malam Ini;1
Video: IHSG Ditutup Melemah, Rupiah Lanjut Pesta Pora;0
Pimpinan Banggar DPR: Persoalan Nilai Tukar Rupiah Selalu Buat Pening;0
Pangsa Pasar Perbankan Syariah Naik, BSI Kuasai 40% Lebih;2
BI Buka-Bukaan Soal Penyebab Rupiah Loyo ke Level Rp15.720/US$;0
Dolar AS Melempem, Balik ke Zona Rp 15.600-an;0
Bos OJK Sebut Kondisi Perbankan RI Masih Aman di Tengah Gejolak Geopolitik;0
Saham Bank Mandiri Masih Diburu Investor Saat Dunia Kisruh;1
Perang Dagang Trump, Peluang atau Ancaman buat Ekonomi RI?;1
IHSG Melemah 1,47 Persen, Rupiah Juga Tertekan;0
Bukan Halusinasi! Ini Bukti Ekonomi RI Lagi Dalam Masalah;1
Ramalan Terbaru: Rupiah Bisa Hantam Dolar Sampai ke Rp 14.800;1
IHSG Dibuka Menguat Jelang Akhir Pekan, Ini Pergerakannya;2
OJK Dorong Penerapan Hapus Buku dan Hapus Tagih Piutang UMKM;2
Top! Rabu Pagi IHSG Dibuka di Zona Hijau;1
Naik 17,1%, Total Aset bank bjb Capai Rp 210 T di Kuartal III 2024;2
Alasan DHE 100% Wajib Simpan di RI: Biar Rupiah Tak Gampang 'Goyang';1
Rupiah Babak Belur Lawan Dolar AS di Pekan Ketidakpastian;0
IHSG Seharian di Zona Hijau, Ditutup Menguat ke 7.554;2
Menteri Ara Minta Kuota FLPP Beli Rumah Ditambah Jadi 500.000 Unit;1
Video: Bankir Ungkap Efek Kisruh Trump Hingga Nasib Rupiah-Suku Bunga;0
Kredit dan Pembiayaan BTN Tembus Rp 352 Triliun Sepanjang QI-2024;2
Gencet Rupiah, Dolar AS Awal Pekan Naik ke Level Rp 16.344;2
Sektor Keuangan Digital RI Masih Dibayangi Fraud & Pembobolan Data;0
Jokowi Perpanjang Masa Tugas Satgas BLBI hingga Desember 2024;1
RI-Singapura Perpanjang Perjanjian Bye-bye Dolar AS sampai 2027;1
IHSGAnjlok 5,16% Sepekan, Investor Kencangkan Sabuk Pengaman;2
Untung-Rugi Perang Dagang AS vs Kanada cs ke Ekonomi RI;0
Siap-siap, Intip 10 Koin Kripto Berpotensi Cuan di 2024;1
Sri Mulyani Sebut Ekonomi Global Bakal Stagnan Tahun Ini;0
BI Rate Turun Jadi 5,75%, Ramai Ekonom Kaget;0
Dolar AS Rp 16.200, Bahlil Beberkan Efeknya ke Sektor Tambang-Energi;1
Dolar AS Rontok ke Rp 15.699;0
IHSG Terjungkal ke 6.740 Jelang Akhir Pekan;0
Tertinggi Sejak Berdiri, Laba Bersih Mandiri 2023 Capai Rp 55,1 Triliun;1
Jelang Akhir Pekan IHSG Dibuka ke Level 7.246;1
Pasar Terancam Chaos! Trump & The Fed Bakal Kirim Badai Pekan Ini;0
Rupiah Anjlok ke Rp 16.000, Airlangga: Kita Lebih Baik dari Malaysia-China;0
Dolar AS Lagi Perkasa, Ini Penyebabnya;0
Agen Properti Sebut Insentif PPN DTP Bisa Dongkrak Sektor Properti 2024;1
7 Fakta Perang Dagang II Trump Buat Dunia Kacau, Apa Dampak ke RI?;0
Pasar Tunggu Inflasi AS, Rupiah Ditutup Ambruk Lagi!;0
IHSG Hari Ini Dibuka Menguat Lagi!;2
BI Naikkan Suku Bunga Jadi 6,25%, Airlangga: Rupiah Bakal Menguat;2
Tolong BI, Rakyat Butuh Bunga Murah Nih!;1
OJK Terbitkan Dua POJK untuk Penguatan Likuiditas Bank Umum;1
Dibuka Menghijau, IHSG Naik ke Level 7.145;2
Penjelasan Google soal Dolar AS Nyungsep Jadi Rp 8 Ribuan;1
Dolar AS Masih di Zona Hijau, Makin Dekat ke Rp 16.300;2
EDITORIAL : Sanksi Tegas Eksportir Bandel;1
196 Saham Naik, IHSG Hari Ini Dibuka Menguat ke 7.263;2
Video: Kunci Sukses BRI Tekan Kredit Macet & Cetak Laba RP45,36 T;1
Hasil Kerja Satgas BLBI yang Sempat Dipimpin Mahfud Sebelum Mundur;1
IHSG Ditutup Melemah, Rupiah Menguat Tipis;0
Cara Tukar Uang Koin Rp 1.000 Kelapa Sawit dan Rp 500 Melati di BI;1
IHSG Dibuka di Zona Merah;1
Usai Rilis Laba, Segini Target Harga Saham Big Bank dari Para Analis;1
Upaya Terakhir RK di Pilkada Jakarta;1
BRI Sukses Cetak Laba Rp 15,98 T di Triwulan I 2024, Ini Pemicunya;2
Begini Jurus Agar Sektor Keuangan di RI Berkembang Pesat;2
Dolar AS Dibuka Kembali Lesu;0
Dolar AS Minggir, Yuan China Jadi Raja Mata Uang di Negara Eropa Ini;1
Trump Resmi Jabat Presiden AS, Begini Ramalan Rupiah di 2025;1
Awal Pekan IHSG Dibuka di Zona Hijau ke 7.257,51;1
Hasil Perang Terbuka Hasto Vs KPK, Hasto Tetap Jadi Tersangka;1
Sri Mulyani Bawa Kabar Baik buat Ekonomi di 2024: Gelombang Inflasi Mereda;0
Israel-Iran Memanas, BI Catat Modal Asing Kabur dari Indonesia Rp 21,46 Triliun;0
IHSG Dibuka Lesu, Turun ke Level 7.400-an;0
Per Agustus, BP Tapera Salurkan Rp 14,6 T buat 199.100 Unit Rumah;1
Bankir Blak-blakan Rupiah Jatuh Bukan Karena Iran-Israel, Ini Datanya;0
Respons Ara Soal Skema Baru Pendanaan FLPP: Sedang Disiapkan;1
Kredit Bank Tumbuh 10,93% per Desember 2024, BI: Target 2025 11-13%;2
Dolar AS Tekan Rupiah ke Level Rp 15.854;2
Mantap! IHSG Dibuka Menguat ke 7.806;2
Suku Bunga Tinggi hingga Judi Online Bayangi Laju Ekonomi RI;0
Bos BI Yakin Tahun Depan Dolar AS di Kisaran Rp 15.300;2
Simak! Ini Pentingnya Layanan OTC untuk Transaksi Kripto;1
Genjot Literasi-Inklusi Keuangan, PNM Dukung Program GENCARKAN Besutan OJK;1
IHSG Ditutup di Zona Merah, Turun ke Level 7.496;0
Rupiah Tertekan Hari Ini, Dolar Ditutup Naik ke Rp 15.135;2
IHSG Ambruk 4 Hari, Kemarin Asing Kompak Incar Saham Ini;2
Dolar AS Masih Perkasa dan Betah di Rp 15.700-an;2
40+ Istilah dalam Dunia Saham yang Wajib Diketahui Investor Pemula, Ada IHSG!;1
Dolar AS Perkasa Pagi Ini, Menguat ke Level 15.929;2
Ekonomi China Sudah Mulai Pulih, Benarkah?;0
Waka MPR Nilai Perlu Kebijakan Tepat agar Ekonomi RI Tumbuh Sesuai Target;2
IHSG Dibuka Lesu, Turun ke Level 7.400-an;0
IHSG Ambruk 5% Sepekan, Terburuk dalam 2 Tahun Lebih;0
Pasar Lesu, Seharian IHSG di Zona Merah;0
Saham Big Cap Masih Tertekan, IHSG Kembali Bergerak di Zona Merah;0
Kredit Tumbuh 20%, NPL Bank Mandiri Terendah dalam Sejarah;0
Erick Thohir Buka-bukaan Alasan Harga BBM Tidak Naik;2
OJK Buka-Bukaan Soal Ancaman Utama Nasabah Bank, Apa?;1
Utak-atik Kursi Menteri di Penghujung Era Jokowi;1
Likuiditas Valas Industri Perbankan Mengetat, Begini Upaya Antisipasi Sejumlah Bank;0
Hidup di Atas Sesar, Perlukah Gusar?;1
IHSG Menguat, Rupiah Juga Naik ke Rp 16.351 per Dollar AS;2
Khofifah Pimpin RUPS Bank Jatim, Beri Pesan Khusus Soal Pertumbuhan Ekonomi;1
BTN Cetak Laba Bersih Rp 3,5 Triliun di 2023, Tumbuh 15 Persen;2
IHSG Sepanjang Hari Betah di Zona Hijau;1
Anggaran Subsidi Energi Turun Jadi Rp 203,4 T di 2025, Ini Rinciannya;0
BI Bentuk Instansi Baru Central Counterparty, Ini Fungsi & Tugasnya;1
Inklusi Keuangan: Pengertian dan Manfaatnya;1
Bank Mandiri Taspen Naik Kelas, Asetnya Tembus Rp 63,7 Triliun;2
Aturan Baru Sri Mulyani: BUMN/BUMD-Pemda Bisa Pakai Dana SAL;1
Harga Saham Terbang dan Tembus ATH, Dirut BSI (BRIS) Buka Suara;1
IHSG Terus Terkoreksi, Begini Tanggapan OJK;0
Bikin IHSG Ambruk, Analis Beberkan Alasan Asing Banyak Jual Saham Bank;0
PPN 12%, Ekonomi RI Makin Merosot di Bawah 5%;0
Rupiah Melempem, Pengusaha Usul Insentif buat Borong Produk Lokal;0
IHSG Ditutup ke Zona Merah ke Level 7.501;1
Jaga NPL di Level 3 Persen, BRI Jual Agunan Kredit Bermasalah;1
Meleset Target Kredit UMKM;1
Bos BI Sebut Rupiah Bakal Berotot Tahun Ini;1
Tabungan Orang Kaya di Atas Rp 5 Miliar Melonjak Tajam, Ini Datanya;2
BNI (BBNI) Cetak Laba Rp21,46 T Sepanjang 2024;1
Ini Dia 'Obat Kuat' buat Rupiah Biar Bisa Bangkit Lagi;0
Pertamina Ungkap Penyebab Harga Pertamax cs Turun;0
Dana Asing Mulai Masuk Pasar, Saatnya IHSG-Rupiah Pesta?;1
IHSG Dibuka di Zona Merah;1
Ini Pesan Pengusaha ke Prabowo-Gibran Agar Industri RI Lari Kencang;0
Rupiah KO Ditekuk Dolar, Bos Bulog Sebut Biaya Impor Beras Naik;2
Sempat Lesu, IHSG Menguat ke Level 7.310;0
Nasib 'Tuyul-tuyul' Eks Menteri Syahrul;1
Bak Jatuh Tertimpa Tangga, Asosiasi Sebut Maskapai RI Lagi Bermasalah;0
IHSG Ditutup ke Zona Hijau, Melesat ke Level 7.775;2
Genjot Ekonomi, BI Rate Bakal Turun Lagi? Ini Kata Gubernur Perry;0
Investasi di ORI vs Emas vs Saham, Lebih Untung Mana?;2
Cerita Prabowo Pernah Punya Utang di Bank Mandiri: Saya Bayar 100 Persen, No Haircut!;1
IHSG Hari Ini Ceria Seiring Prabowo Lantik Menteri dan Wamen;1
Akhir Teka-teki PPN 12%;1
Bos OJK Sebut Pasar Modal RI Kalah dari Malaysia hingga Thailand;0
Menggali Potensi Saat Bos Apple Datang ke Indonesia;1
Simak! Saham Pilihan buat Akhir Pekan;1
Kenapa Harga Emas Naik Turun?;0
Kualitas NPL Kartu Kredit Sejumlah Bank Terjaga di Kuartal III-2024;2
Jelang Akhir Pekan, IHSG Dibuka Hijau ke Level 7.178;2
IHSG Dibuka Melemah Lagi, Nyaris Tinggalkan Zona 7.200-an;0
PPN 12% dan Dolar AS Makin Mahal, Bankir Kompak Bilang Gini;0
"Penjelasan Google soal ""Error"" Kurs Dollar AS ke Rupiah Jadi Rp 8.170";1
Dolar AS Pagi Ini Menguat 31 Poin di Rp 15.656;2
OJK Cabut Izin Bank di Padang gegara Kondisi Keuangan Perusahaan Tak Sehat;0
Kemarin Anjlok, IHSG Hari Ini Menguat ke Level 7.225;0
Rupiah Melemah, Dolar AS Naik ke Posisi Rp 15.624;2
Donald Trump Menang Pilpres AS, IHSG Dibuka Melemah ke 7.328;0
Bank Mandiri Kantongi Laba Bersih Rp 42 Triliun Kuartal III 2024;1
Begini Kondisi Ketahanan Perbankan di Indonesia;1
Kemenangan Indonesia Terhadang Peluit Panjang Wasit;1
Dirut bank bjb Yuddy Renaldi Raih Indonesia 10 Top Banker Award 2024;2
Penyaluran Kredit UMKM Masih Tumbuh Tinggi, Ini Buktinya;2
Hancur Lebur, Kinerja IHSG 2024 Mencoreng Tradisi;0
Alert! IHSG Ambruk 2% Lebih, Investor Pasar Modal Waswas?;0
Jelang Debat Cawapres, IHSG Dibuka Naik Tipis;2
Akhir Pekan Dolar AS Masih Betah di Rp 16.200-an;2
Pertamina Buka Suara soal Alasan Harga Pertamax Tidak Ikut Naik;2
Sepanjang 2024 IHSG Melemah 2,65%;0
Menanti Katalis Baru IHSG;1
Begini Kondisi APBN yang Menurut Sri Mulyani Seperti Timnas U-23;1
Catat! Rekening Penampungan Judol Bisa Terdeteksi BI;1
"Video: Trump ""Picu"" Perang Dagang, Ini Efeknya ke Rupiah Hingga SBN";2
Tok! DPR Setujui Asumsi Dasar APBN Prabowo-Gibran, Begini Isinya;1
RI Juara All England 2024, Titik Tolak atau Anomali Belaka?;1
BI Tahan Suku Bunga di 6%, Ini Alasannya!;0
IHSG Ditutup Longsor ke Rp6.531, Saham Milik Prajogo CUAN dan BREN Paling Boncos;1
Bitcoin Sempat Tembus Rekor Tertinggi, Begini Pergerakannya;2
LPS Kembali Tahan Tingkat Bunga Penjaminan 4,25%;0
15 Perusahaan Terbaik di Indonesia 2024, Ada Kantormu?;1
Seharian Merah, IHSG Ditutup Pada Level 7.243;1
Catat Kinerja Positif Tahun 2023, Bank Jatim Tebar Dividen Rp 816 Miliar;2
Kubu Ganjar-Mahfud Bandingkan Pasar Modal Era SBY-Jokowi, Begini Katanya;1
Bentuk Lembaga Central Counterparty, BI-BEI Keluarkan Modal Rp 408 M;1
IHSG Ambruk 2% Lebih, Sentuh Level Terendah Sejak 24 Juni 2024;0
Airlangga Dorong Penguatan 'Ide Besar Bung Hatta' di Ekonomi RI;2
Anggaran Makan Bergizi Gratis Bengkak;1
Pengusaha Proyeksi Dolar AS Makin Perkasa di 2025;2
Komitmen BPR HAS Kabupaten Blitar Berikan Kemudahan Layanan Perbankan;2
Dolar AS Menguat Lagi Pagi Ini ke Rp 16.439;2
"Video: IHSG Belum Bertenaga & Rupiah ""Terjebak"" di Rp16.300-an per USD";0
Mahfud Ungkap Masih Ada Obligor BLBI Ogah hingga Nego Bayar Utang;0
Evaluasi Kebijakan 2023 dan Rencana-Sasaran LPS 2024;1
Nasib Tuntutan Kubu 01 dan 03 di Tangan MK;1
Ada Saja Gebrakan Amerika, BI Rate 2024 Maju Kena Mundur Kena;0
Jadi Bank Terbesar ke-6, BSI Kebanjiran Dana Murah;2
BNI Sebut Aturan DHE Bakal Tingkatkan Likuiditas Perbankan;2
Rupiah Digencet, Dolar AS Tembus Rp 16.000!;0
Jokowi Sebut Konser Taylor Swift 6 Hari di Singapura Bikin Capital Outflow dari RI;2
Ijo Royo-royo, IHSG Pagi-pagi Sudah Bertengger di Zona Hijau;1
Jurus BI Ajak Negara Lain Pakai Mata Uang Lokal buat Transaksi Bilateral;1
Video: Peraih Nobel Ungkap Prospek Ekonomi Usai Era Suku Bunga Tinggi;2
Rupiah Keok, BI Janji Tak Tinggal Diam! Keluarkan 5 Jurus Ampuh Ini;1
BI: Uang Beredar di Juli 2024 Capai Rp 8.970,8 Triliun;1
Emas Hadapi Guncangan Besar Pekan Ini, Sanggup Bertahan di US$ 2700?;0
123 Tahun Berdiri, Aset Pegadaian Diprediksi Tembus 100 T Akhir 2024;2
Donald Trump Resmi Dilantik, Ini Daftar 47 Presiden AS dari Tahun 1789-2025;1
Akhir Penantian Prabowo hingga Jatuhnya PPP dari Senayan;1
Berebut Suara Suporter Bola;1
Bukan Trump, Dolar AS Paling Perkasa di Rezim Presiden Ini;1
Dolar AS Hari Ini Mengalami Penguatan;0
Melihat Kembali Aturan Baru Jokowi Soal Rokok dan Vape;1
Trump Menang Pilpres, Asing 'Timbun' Duit di Pasar Modal & Bitcoin;2
Kinerja Positif, BRI Borong 4 Penghargaan di Malam Apresiasi Emiten 2024;2
Dolar AS Tembus Rp 16.400 Gara-gara Investor Khawatir Rasio Utang RI Naik;2
Sri Mulyani Sebut Kondisi APBN Seperti Timnas U-23;1
Hujan Sentimen Positif, Semoga IHSG - Rupiah Lanjut Pesta Pora;2
Apa Mata Uang China? Ini Penjelasan dan Cara Cek Nilai Tukarnya ke Rupiah;1
Cuma China yang Jadi Andalan, CPO dari RI Banjir Tantangan Tahun Ini;0
Polda Metro Tetapkan 11 Orang Tersangka Judi Online, Ada Pegawai Komdigi;1
Donald Trump Menang Pilpres, Sri Mulyani Beberkan Dampak ke RI;2
IHSG Berpeluang Rebound, Intip 5 Sahak Potensial Cuan yang Dijagokan Analis;0
Simak Daftar Kurs Rupiah di 5 Bank Besar di Indonesia;1
Mengurai Kekusutan Industri Penerbangan Kita;1
Kamis Menyala di Sidang MK;1
Begini Jurus Bank BUMN Hadapi Tantangan di Tahun Ular Kayu;1
Kredit BNI (BBNI) Tumbuh Dua Digit Sepanjang 2024, Jadi Rp775,87 T;2
Top! Aliran Dana Asing Masuk RI Rp 22,01 T;1
Dolar AS Gencet Rupiah, Airlangga Ungkap Ada Untungnya buat RI;0
Tok! Target Penyaluran KUR Resmi Naik Jadi Rp 300 Triliun di 2025;2
Dolar AS Rontok Lagi ke Rp 15.609;0
Pegadaian Luncurkan Buku Sejarah 'Van Leening When History Begins';1
Breaking News: Laba BNI (BBNI) per September 2024 Tembus Rp 16,3 T;2
Banjir Peminat! Sustainability Bond bjb Oversubscribed Hampir 5 Kali Lipat;2
Lompatan Malaysia Menuju Negara Kaya;1
Kabar Buruk dari AS Bikin Merana, Dolar Melaju 1% Sepanjang Januari;0
Menjaga Likuiditas, IFG Gandeng Bank Mandiri di Layanan Mandiri Notional Pooling;1
IHSG Diperkirakan Belum Balik ke 7.000, Saham Apa yang Bisa Cuan?;1
Dolar AS Pagi Ini Kembali Berotot ke Rp 16.426, Naik 62 Poin;2
1 Yen Jepang Berapa Rupiah? Segini Nilai dan Pecahan yang Beredarnya;1
Bos BI Ungkap Alasan Dolar AS Balik Lagi ke Rp 16.000;0
KPPU Panggil 7 Maskapai Gali Penyebab Harga Tiket Pesawat Mahal;0
Video: China Balas Tarif Impor Trump, IHSG Terjerembab di Zona Merah;0
Ini Kabar Buruk yang Dibawa Sri Mulyani Usai dari AS;0
Dorong Literasi & Inklusi Keuangan, OJK Canangkan Program GENCARKAN;1
Dolar AS Melemah Lawan Rupiah, tapi Masih di Rp 16.200-an;0
"Pejuang KPR Ada Kabar Baik! Punya ""Dosa"" SLIK, OJK Siap Pasang Badan";1
Haidar Alwi: Stabilitas Nilai Tukar Rupiah Tanggungjawab Bersama;1
"Video: Tarik Dolar Hasil Ekspor SDA, Bank Tebar ""Pemanis"" ke Eksportir";1
IHSG Seharian di Zona Merah, Ditutup Loyo ke 7.157;0
Dibuka Melemah, IHSG Sore Ini Cetak Rekor Tertinggi Baru Lagi;0
Dolar AS Tembus Rp 16.000, Ini Dampaknya ke Industri Pelayaran RI;0
Analisa & Fakta Jatuhnya Rupiah: Dolar AS Tembus Rp16.200!;2
Video: Potensi & Daya Saing Industri Kesehatan RI di Pasar Global;1
BI Tahan Bunga Acuan di Level 6%!;0
Prabowo Segera Dilantik Presiden, Tekanan Global Malah Makin Ngeri?;0
The Fed & AS Tebar Ancaman Baru, Dunia & RI Bisa Terguncang;0
Bank Sentral Eropa ECB & 7 Negara Turunkan Suku Bunga! RI Kapan Nih?;0
IHSG Sesi I Loyo Imbas Tekanan Jual Drastis, 3 Saham Emiten Jadi Top Gainers;0
Jangan Kaget, Mata Uang Tetangga RI Ini Miliki Kinerja Terbaik Dunia;2
Begini Beda Gaya Prabowo-Trump,  Asta Cita Vs Make America Great Again;1
Ara Mau Ketemu Danantara-Himbara, Cari Solusi Pembiayaan 3 Juta Rumah;1
Dolar AS Masih Betah di Zona Hijau dan Dekat ke Level Rp 16.300;1
Pj Gubernur Lampung Paparkan Berbagai Capaian Pembangunan Selama 2024;1
Awal Pekan IHSG Anjlok ke Level 7.000;0
Merek Mobil Terlaris Januari 2024 di Tengah Anjloknya Penjualan;0
IHSG Oversold, Cek Rekomendasi Analis untuk Saham Blue Chip Ini;1
Rupiah Keok Lagi, Dolar AS Balik ke Level Rp 15.500-an;1
Loan Growth Prospects: A Contrasting View from BI, OJK, and Jumbo Banks;1
Video: Investasi Nasabah Tajir Saat The Fed Hati-hati Pangkas Bunga;1
Bos BTN Respons Program 3 Juta Rumah Prabowo-Gibran, Kasih Saran Ini;1
Video: China Balas Tarif Impor Trump, IHSG Terjerembab di Zona Merah;0
Peran Perbankan Geber Program Sejuta Rumah Jokowi;1
Rupiah Menguat di Tengah Turunnya IHSG dan Pasar Saham Asia;0
IHSG Menguat Seharian, Ditutup di 7.134;2
Kembali Perkasa, Dolar AS Naik ke Level Rp 15.558;2
Dolar Memang Sempat Rp8.000 tapi Bukan Kemarin;1
Dibuka Menguat, IHSG Makin Kokoh di Level 7.200-an;2
Banking Outlook for Mandiri, BCA Amid Projected Tight Liquidity;1
Penyaluran Kredit Bank Mandiri (BMRI) Melesat 20,8% Jadi Rp 1.590 T;2
Lagi! OJK Cabut Izin Usaha BPR, Ungkap Fakta Mencengangkan;0
Meraba Strategi Ekonomi China Hadapi Ancaman Tarif Trump;0
Rupiah Kembali Jatuh, BI Ungkap Biang Kerok Masalahnya!;0
IHSG Dibuka di Zona Hijau Usai Kemarin Melempem;0
Solusi Bisnis Tetap Jalan Meski Sambil Liburan dengan Qlola by BRI;1
BI Sebut Era Suku Bunga Tinggi Berakhir, Apa Untungnya?;0
DHE 100% Wajib Disimpan di RI 1 Tahun, Eksportir Untung atau Buntung?;1
Simak di Sini Rekomendasi Saham Harian;1
IHSG Masih Hadapi Tren Pelemahan? Simak Analisis dan Rekomendasi Saham Kamis;0
BI Diprediksi Tahan Suku Bunga Acuan di Level 6,25%;0
39 Bank Keroyokan Geber Program 3 Juta Rumah Prabowo;1
Kondisi Terkini Bank di Indonesia;1
Catatan Bank Dunia, Ekonomi RI Mandek di 5,1% Hingga 2026;0
Dana Pihak Ketiga Bank Cuma Tumbuh 4,48% per Desember 2024;2
Ahli Hukum Nilai Petugas Tangkap Marimutu Sinivasan Layak Diberi Penghargaan;1
Begini Ngerinya Jika Daya Beli Makin Tergerus;0
Seberapa Besar Harga Minyak Terdampak Kematian Presiden Iran?;0
BI: Pertumbuhan Kredit Bank per Oktober 2024 10,92% Yoy;2
Teka-teki Pengganti Pemimpin Partai Beringin;1
IHSG Ditutup Merah Terjun Bebas ke Level 7.606;0
Bursa Rombak IDX30, XL Axiata (EXCL) dan Indosat (ISAT) Masuk;1
Begini Ketentuan Bawa Uang Tunai saat Masuk dan Keluar Indonesia;1
Menengok Potensi Pasar Keuangan Derivatif, Bakal Cerah?;2
Deretan Saham di Lingkungan Prabowo-Gibran Kompak Melompat Usai Pilpres;0
OJK Minta Perbankan Jaga Likuiditas Buat Dukung Program Prabowo;1
Dolar AS Menguat, Bank Mandiri Buka-bukaan Simpanan Valas;2
Alasan di Balik Amblesnya Saham Big Banks;1
BSI Cetak Laba Rp 7 T Sepanjang 2024, Naik 22,83 Persen;2
IHSG Dibuka Menguat ke 7.217 Jelang Akhir Pekan;2
Begini Jurus Fintech Perangi Pinjol Ilegal;1
IHSG Hari Ini Dibuka Menguat Tipis Dekati 7.100;0
Dolar AS Kembali Perkasa Bikin Rupiah Tertekan;0
Ricuh PPN Naik 12%, Ajakan Boikot Pajak hingga Saling Tuding di DPR;2
Bos Mandiri Ramal Kredit Perbankan RI Tumbuh Dua Digit Tahun Ini;2
ADB Ramal Ekonomi RI Tumbuh 5% di 2024 & 2025;2
Sepak Terjang Hamzah Haz Agar RI Keluar dari Jerat Utang IMF;0
Uang Beredar di Indonesia Tembus Rp 9.210,8 Triliun hingga Desember 2024;2
IHSG Naik Lagi, Saham BMRI-BBRI Jadi Penopang Terbesar;2
Simak! Sri Mulyani & Gubernur BI Bawa Kabar Buruk dari Masa Depan;0
Bukan AS & China! Ini Negara Pemenang Perang Dagang II Trump: Inggris;1
Senja Kala Sepatu Bata;1
Bikin Rupiah Babak Belur, Bank Sentral AS Belum Mau Pangkas Suku Bunga;0
IHSG Sepanjang Hari Betah di Zona Merah;1
Kenapa Dolar AS Jadi Patokan Mata Uang Dunia? Ini Alasannya;1
IHSG Hari Ini Dibuka Lengser ke 7.297;1
5 Petaka Ancam RI Akibat Dolar Rp 16.000 & Bunga Tinggi: HP Mahal-PHK;0
Rupiah Bisa Bangkit Tekan Dolar AS, Ini Pemicunya;0
Pertumbuhan Uang Beredar Agustus 2024 Turun, BI Ungkap Penyebabnya;0
Catat! Mulai Hari Ini Tak Ada Lagi Program Keringanan Kredit Imbas COVID-19;1
Waspada Sindrom Brugada, Penyakit Pengancam di Waktu Tidur;1
Dolar AS Hari Ini Lengser ke Rp 16.354;1
Program 3 Juta Rumah Mulai Dibahas, Bagaimana biar Nggak Bebani APBN?;1
Video: Rupiah Tertekan Sentimen Pilpres AS, BI Harus Apa?;0
IHSG Pagi Ini Bergerak di Zona Hijau ke 7.403,5;1
IHSG dan Bursa Asia Kompak di Zona Merah;1
RI Was-was Tunggu Data Ekonomi, Dunia Waspada Perang Dagang AS-China;0
Menimbang Potensi 'Medical Tourism' di Indonesia;1
IHSG Dibuka Melemah Berupaya Rebound Seiring Lesunya Bursa Asia;0
BI Sebut Pemilu 2024 Dorong Pertumbuhan Ekonomi, Konsumsi Nasional Naik 0,6%;2
IHSG Bangkit Jangan Senang Dulu, Asing Masih Net Sell!;0
Israel Serang Iran, Bursa Asia Berguguran hingga Harga Minyak Melonjak;0
Catat Kinerja Positif Tahun 2023, Bank Jatim Tebar Dividen Rp 816 Miliar;2
Ekonom Sebut KUR Tak Termasuk Utang UMKM yang Dihapus Prabowo;1
Penjelasan BP Tapera soal Dana PNS Cair Sedikit Meski Nabung Puluhan Tahun;1
IHSG Dibuka Menguat, Ditutup Malah Loyo;0
Pakar hingga DPR Bakal Kupas Tuntas Outlook Ekonomi dan Peran APBN 2025;1
IHSG Pagi Ini Lengser ke Level 6.900;1
Nilai Tukar Rupiah Menguat di Pekan Terakhir November 2024;2
OJK Ungkap Sejumlah Bank Asing Minat Masuk RI, Panin Bank Gimana?;1
OJK Kasih Bukti Kinerja Perbankan RI Stabil Meski Ada Gejolak Geopolitik;2
Airlangga Ungkap Sempat Tak Ada yang Percaya Dolar AS Balik ke Rp 15.000-an;0
Kabar Baik Buat Pejuang KPR! Skor SLIK Jelek Tetap Bisa Dapat Kredit;0
